id,hip,proper,ra,dec,dist,mag,spect,x,y,z,ci
27766,27835,,5.889681,-42.921331,208.7683,6.55,K3III,4.414748,152.814996,-142.169802,0.775
28090,28162,,5.951287,49.029687,161.8123,6.55,G8III,1.353014,106.086491,122.176268,0.291
29065,29138,,6.146398,8.669432,552.4862,6.55,B9V,-20.927985,545.772949,83.278181,0.327
30689,30762,,6.464155,47.404927,94.8767,6.55,A0V,-7.783734,63.740178,69.843905,1.035
31443,31523,,6.600029,4.498032,454.5455,6.55,B9V,-70.891036,447.566109,35.647671,1.174
33736,33823,,7.021393,32.414562,141.6431,6.55,A9IV,-31.594321,115.32421,75.926426,1.614
36371,36474,,7.505157,-40.989217,146.8429,6.55,G8III,-42.555555,102.34718,-96.316751,0.408
36386,36489,,7.507944,-50.608972,109.7695,6.55,A0V,-26.79181,64.302578,-84.833487,1.525
36763,36869,,7.579503,2.725496,133.5113,6.55,A7III,-53.588133,122.120368,6.348608,0.503
38032,38140,,7.816383,4.333698,140.8451,6.55,G0,-64.295632,124.860425,10.642985,0.17
38671,38784,,7.938498,80.265542,17.191,6.55,G8V,-1.412371,2.540472,16.94342,1.203
42014,42133,,8.588735,19.590063,202.8398,6.55,G0III,-119.823885,148.865731,68.009894,0.17
42838,42957,,8.756478,0.197764,126.7427,6.55,G5,-83.728256,95.147779,0.437469,0.62
46981,47115,,9.601448,-64.950243,79.8722,6.55,A2V,-27.367122,19.867618,-72.359585,1.222
47718,47853,,9.754091,23.474565,118.4834,6.55,K0,-90.426534,60.281091,47.196906,1.027
48603,48742,,9.942041,32.384659,49.5295,6.55,F2,-35.901153,21.460361,26.528075,0.514
50247,50389,,10.288234,41.46743,340.1361,6.55,M2III:,-229.706956,110.434805,225.235957,0.379
50990,51135,,10.446354,-4.388339,187.9699,6.55,K0,-172.128124,74.146811,-14.382729,1.393
51843,51992,,10.622381,56.431341,155.2795,6.55,K1III,-80.335709,30.299262,129.382579,0.96
52296,52447,,10.721646,-31.759721,149.925,6.55,K0III,-120.403066,41.870613,-78.914251,0.539
55790,55958,,11.46724,11.973094,295.858,6.55,K2,-286.611057,40.236696,61.376431,0.955
57463,57636,,11.818641,5.183366,111.7318,6.55,K0,-111.14949,5.281313,10.094237,-0.011
58854,59031,,12.103079,-73.556785,384.6154,6.55,M2III,-108.831499,-2.937416,-368.884918,0.03
59164,59346,,12.174219,-7.773975,113.1222,6.55,A0,-111.965975,-5.110351,-15.301536,-0.076
61064,61257,,12.553389,-52.082844,135.6852,6.55,B9V,-82.507946,-12.037759,-107.04207,0.097
63001,63203,,12.949454,67.242863,296.7359,6.55,K0,-111.257357,-28.238664,273.635839,0.446
64351,64556,,13.232657,1.456447,161.5509,6.55,K5III,-153.162175,-51.217196,4.10615,0.64
64449,64654,,13.252842,18.918904,204.0816,6.55,K0,-182.765074,-62.192062,66.169287,0.578
72450,72677,,14.85971,-17.790366,53.2765,6.55,F6V,-37.163848,-34.529522,-16.277917,1.546
73978,74206,,15.16425,-23.985972,206.1856,6.55,K4III,-127.355761,-138.807994,-83.817067,0.448
76059,76291,,15.584606,1.669219,56.4016,6.55,F0III,-33.321402,-45.476426,1.642931,1.004
77494,77730,,15.870324,-45.284362,253.8071,6.55,G5II/III,-94.485763,-151.531377,-180.35722,0.83
79338,79578,,16.23665,-31.663651,21.5517,6.55,G1V,-8.170632,-16.423419,-11.313173,1.227
81371,81620,,16.670257,-33.743574,769.2308,6.55,G8Ib,-218.204714,-601.270311,-427.289995,1.438
81741,81991,,16.749996,6.088161,45.8716,6.55,G5,-14.661812,-43.192145,4.865073,0.455
86755,87024,,17.781442,36.087477,269.5418,6.55,K5,-12.456586,-217.465285,158.765441,0.254
87111,87382,,17.853896,40.072463,33.6022,6.55,F8V:,-0.983305,-25.694647,21.631627,0.171
87177,87448,,17.868112,1.111173,134.0483,6.55,K2,-4.626671,-133.943209,2.599519,-0.208
87258,87529,,17.882158,-35.018892,239.8082,6.55,B9III,-6.057953,-196.300494,-137.61305,1.158
87562,87834,,17.943873,18.612432,40.2576,6.55,K0,-0.560573,-38.147976,12.848814,0.159
87620,87892,,17.953671,-55.381248,208.7683,6.55,K0III+...,-1.438526,-118.595284,-171.805973,0.393
90686,90970,,18.5564,30.892089,374.5318,6.55,B4V,46.651248,-317.995367,192.293135,1.016
92032,92319,,18.815452,24.055871,425.5319,6.55,B1.5IV,82.325918,-379.752464,173.458359,0.718
92330,92620,,18.871843,14.535496,111.1111,6.55,F7V...,24.336569,-104.765284,27.886662,0
92600,92891,,18.926587,42.06028,210.084,6.55,K0,37.466425,-151.408131,140.737812,1.795
93597,93892,,19.119175,0.640978,307.6923,6.55,B9III,88.863621,-294.56052,3.442136,0.307
93861,94156,,19.165653,35.661001,261.7801,6.55,K0,63.90366,-202.864201,152.614741,0.155
94050,94344,,19.202717,-37.583105,242.7184,6.55,F8/G0Ib/II,59.568492,-182.890218,-148.036534,1.171
95609,95908,,19.504812,33.728455,166.113,6.55,K0,53.029467,-127.569659,92.235495,0.738
96051,96353,,19.590896,15.610575,425.5319,6.55,K0,165.802195,-374.799386,114.509607,0.937
96273,96579,,19.63374,35.258992,154.321,6.55,K0,52.268104,-114.65953,89.0854,0.436
97841,98152,,19.946975,-30.570183,85.9107,6.55,A4IV/V,36.092056,-64.566863,-43.693615,0.943
97852,98163,,19.949361,-57.925641,344.8276,6.55,K4II,89.444791,-159.777982,-292.193189,0.154
97915,98226,,19.961469,-38.058851,50.1253,6.55,F3V,19.387915,-34.37702,-30.900601,1.076
99606,99926,,20.274013,-35.198468,44.6628,6.55,F2V,20.466801,-30.217752,-25.744065,0.687
100065,100390,,20.358902,22.848852,540.5405,6.55,K5,288.438082,-406.119021,209.892696,0.501
100518,100843,,20.446783,81.434146,173.3102,6.55,K0,15.427871,-20.69629,171.376945,0.634
100714,101040,,20.483526,-17.875405,125.4705,6.55,K0III,72.285125,-95.049822,-38.512943,-0.01
102705,103036,,20.874975,18.027331,156.7398,6.55,G5,101.88561,-108.783557,48.50641,0.03
102858,103191,,20.906221,28.521996,320.5128,6.55,B2IIIvar,194.182254,-203.959144,153.043588,0.043
102929,103261,,20.918964,-1.373029,83.4725,6.55,A9Vn,57.741941,-60.245435,-2.000132,1.03
103396,103728,,21.018981,-13.529992,213.2196,6.55,G6/G8III,147.311577,-145.854726,-49.883695,0.292
103519,103851,,21.043118,-9.995621,370.3704,6.55,M3,260.811108,-254.988382,-64.286271,0.112
105266,105607,,21.389728,37.406545,98.4252,6.55,F6II-III,60.627399,-49.365595,59.789873,1.277
107347,107690,,21.815118,-56.274008,204.0816,6.55,B9V,95.273775,-61.33668,-169.735144,0.401
107915,108258,,21.932048,-46.927961,59.5238,6.55,F5V,34.836741,-20.948103,-43.482038,0.236
108033,108378,,21.95672,66.139082,598.8024,6.55,K5,208.38846,-123.48213,547.622904,1.355
109476,109822,,22.24395,-15.818532,38.0807,6.55,K0/K1V,32.834526,-16.256902,-10.380503,0.491
109920,110266,,22.335069,56.918014,227.7904,6.55,B6II,112.711127,-52.495627,190.863099,-0.059
109977,110323,,22.345094,14.032295,157.2327,6.55,K0,138.446712,-64.040527,38.124018,1.48
111030,111379,,22.56476,61.778128,173.0104,6.55,A2,76.106602,-30.023,152.443442,0.47
112003,112355,,22.758224,-88.818294,102.7749,6.55,A7IV,2.008558,-0.676895,-102.753176,0.616
112072,112428,,22.772517,46.215082,392.1569,6.55,K5,257.463224,-85.707682,283.11472,0.322
112355,112714,,22.825594,10.478616,64.5578,6.55,F0IV-V,60.504193,-19.211752,11.74102,0.392
117846,118214,,23.979565,46.413179,436.6812,6.55,B4Vne,301.066826,-1.610566,316.301493,1.201
117930,118298,,23.994624,-5.893053,157.9779,6.55,G5,157.142991,-0.221184,-16.219908,1.146
971,973,,0.200839,-13.813179,194.5525,6.56,K0III,188.66483,9.929064,-46.450738,0.289
3364,3371,,0.714653,16.662464,148.5884,6.56,K0,139.86506,26.477822,42.605193,1.605
4501,4511,,0.963949,-1.765981,177.6199,6.56,G5,171.912199,44.329027,-5.473766,1.205
13326,13360,,2.864689,44.894207,235.2941,6.56,K0,121.96452,113.615743,166.070564,0.105
13503,13537,,2.905776,-64.435578,196.8504,6.56,K2/K3III,61.529169,58.566104,-177.578923,0.109
16684,16725,,3.58675,73.346928,157.4803,6.56,A0Vn,26.653232,36.418755,150.875111,-0.088
18126,18169,,3.885658,-6.633744,602.4096,6.56,B9,314.564507,509.022516,-69.591708,0.423
18393,18440,,3.942111,-10.853138,86.3558,6.56,F5,43.513791,72.797545,-16.260127,0.411
21566,21619,,4.641531,26.939263,62.5782,6.56,F2V:,19.425059,52.296603,28.350803,1.165
25560,25624,,5.474001,34.697455,148.368,6.56,K0,16.744862,120.828858,84.457446,1.201
26192,26257,,5.591966,-4.364046,361.0108,6.56,B2.5IV,38.379371,357.912538,-27.47054,0.461
26249,26314,,5.604174,-5.647923,390.625,6.56,B3Vvar,40.210708,386.64346,-38.44348,1.143
27246,27314,,5.786193,58.785528,176.9912,6.56,K0,5.131498,91.580807,151.368783,1.623
28524,28595,,6.035799,-5.136956,198.8072,6.56,K2,-1.855739,197.999999,-17.800546,0.313
29766,29839,,6.282901,7.052576,284.9003,6.56,B7III,-20.921911,281.969953,34.980124,1.389
30278,30351,,6.383742,-3.276976,303.9514,6.56,B5V,-30.434791,301.924397,-17.374728,0.412
30424,30497,,6.410824,35.255032,176.0563,6.56,K0,-15.432772,142.935457,101.622827,0.756
30801,30874,,6.481211,0.127958,420.1681,6.56,A0,-52.793026,416.837197,0.938352,1.599
31446,31526,,6.600623,56.386067,83.612,6.56,F2,-7.248296,45.716075,69.630971,1.162
31710,31790,,6.647057,4.700609,358.4229,6.56,B8IIIn,-60.223369,352.104517,29.372459,0.557
32289,32375,,6.757237,-52.200924,666.6667,6.56,G3Ib,-80.472375,400.593493,-526.776748,0.51
32929,33016,,6.879729,-54.090335,444.4444,6.56,G5Ib/II,-59.506332,253.787736,-359.974606,1.401
33641,33728,,7.006561,-49.135056,187.9699,6.56,G5III,-32.034775,118.739159,-142.152976,0.36
35544,35642,,7.354668,-8.8779,36.324,6.56,F5,-12.462851,33.655315,-5.605848,0.346
36520,36624,,7.532123,38.896068,80.6452,6.56,A2V,-24.505935,57.783361,50.637938,0.545
36776,36882,,7.582614,3.276598,146.6276,6.56,G5,-58.932019,134.00162,8.380684,1.585
37511,37617,,7.718604,-49.992995,237.5297,6.56,A2V,-66.411029,137.506026,-181.939658,1.316
37553,37660,,7.727531,-25.503835,100000,6.56,A3III,-39442.18866,81181.25123,-43057.15089,1.154
37830,37938,,7.775954,-40.059513,606.0606,6.56,B2III,-207.984142,414.62399,-390.050462,0.48
39161,39272,,8.030905,-44.599906,613.4969,6.56,K2IIICN...,-221.46683,376.523322,-430.768008,0.962
39721,39834,,8.138711,-23.617789,346.0208,6.56,B3III/IV,-168.382806,268.62659,-138.62768,0.155
40178,40293,,8.228248,23.137729,93.633,6.56,A4IVn,-47.426911,71.86197,36.7924,0.116
40215,40330,,8.234761,-44.575795,97.9432,6.56,F2pvar,-38.528875,58.163476,-68.741706,0.447
41198,41315,,8.430102,1.574316,176.9912,6.56,K0,-105.118294,142.310872,4.862575,0.495
41873,41992,,8.55931,-16.109615,150.1502,6.56,K0III,-89.582735,113.067261,-41.663059,0.425
42803,42922,,8.747447,-44.542596,36.483,6.56,G3IV,-17.131594,19.561325,-25.590744,0.486
43795,43920,,8.947136,-17.433396,62.3053,6.56,F3/F5V,-41.447068,42.610487,-18.666477,1.69
43929,44056,,8.971747,18.308276,132.2751,6.56,A0,-88.138783,89.452377,41.551524,0.529
50561,50705,,10.35404,-13.786528,123.9157,6.56,A1V,-109.34438,50.268295,-29.529744,-0.068
50985,51130,,10.445542,-47.659823,101.5228,6.56,F0IV/V,-62.794259,27.065381,-75.04149,0.734
52883,53037,,10.851665,-18.332213,144.5087,6.56,A3V,-131.022297,40.62091,-45.451773,0.498
52952,53106,,10.864815,-49.157562,49.8008,6.56,F7V,-31.141076,9.537241,-37.674847,1.04
56533,56702,,11.626138,-60.90323,164.4737,6.56,M4III,-79.598456,7.816056,-143.717059,0.881
59494,59676,,12.237627,-5.716599,78.064,6.56,Am,-77.525589,-4.829138,-7.775808,0.595
60073,60259,,12.355871,-62.281634,100000,6.56,G2Ib,-46310.86608,-4327.141106,-88524.4572,0.379
61320,61513,,12.603407,-52.417718,303.0303,6.56,K5/M0III,-182.51694,-29.074736,-240.144933,0.952
65327,65532,,13.435072,-16.858488,138.3126,6.56,K0III,-123.135854,-48.569265,-40.111884,0.402
65748,65955,,13.522919,-42.464751,144.9275,6.56,K0III,-98.52651,-41.505392,-97.845845,0.648
66066,66275,,13.583808,12.513958,143.2665,6.56,K0,-128.011163,-56.345258,31.042619,0.636
67195,67408,,13.815316,-35.70418,29.4724,6.56,G0V,-21.280619,-10.950581,-17.200124,0.524
68180,68398,,14.001299,-8.16164,104.0583,6.56,K0,-89.186843,-51.532482,-14.772761,1.326
68589,68808,,14.087226,-16.335986,103.3058,6.56,A1/A2V,-84.69933,-51.514986,-29.056736,1.109
69428,69650,,14.254723,52.535925,93.2836,6.56,A4V,-47.139387,-31.581876,74.042341,0.282
72390,72617,,14.847436,-53.368317,136.612,6.56,A0V,-59.893322,-55.290266,-109.629444,0.898
73256,73483,,15.017292,-64.576052,117.6471,6.56,A9/F0IV/V,-35.55211,-35.875393,-106.253676,0.4
75904,76136,,15.55131,16.012037,114.8106,6.56,K2,-65.998599,-88.446118,31.669275,0.656
76367,76602,,15.64443,-8.794714,24.3962,6.56,F6IV-V,-13.94332,-19.668423,-3.730054,0.318
79818,80060,,16.34117,-12.911038,94.697,6.56,F0III/IV,-38.837185,-83.734676,-21.158898,0.577
81235,81483,,16.642372,48.862294,313.4796,6.56,M...,-71.765566,-193.339269,236.090835,1.244
84082,84340,,17.242631,26.051903,203.252,6.56,K3III,-35.969077,-179.023031,89.265171,1.048
89562,89840,,18.333809,-48.765242,199.2032,6.56,A3IV/V,11.460187,-130.802872,-149.80383,1.736
91596,91882,,18.730971,10.901141,228.833,6.56,K5,42.739088,-220.601726,43.275753,1.435
92804,93097,,18.965904,77.050825,58.7199,6.56,F2V,3.291958,-12.739845,57.226372,0.607
94759,95054,,19.340609,-31.8176,374.5318,6.56,K5/M0III,109.417729,-298.850388,-197.459436,0.488
94814,95109,,19.348417,22.198787,149.925,6.56,B8,47.991334,-130.252446,56.64484,0.96
97899,98210,,19.95687,-6.697909,93.1966,6.56,G5,45.372211,-80.677216,-10.869938,0.264
98370,98682,,20.043395,-45.196017,208.3333,6.56,K1III,74.844159,-126.298249,-147.817009,0.428
98417,98730,,20.053498,4.73026,271.0027,6.56,K5,138.302364,-231.981632,22.348198,0.485
99499,99818,,20.253044,55.656464,262.4672,6.56,K0,82.362281,-123.051682,216.711258,1
99963,100288,,20.341077,-29.197218,136.0544,6.56,A5/A6V,68.319703,-97.150862,-66.369703,1.615
100607,100933,,20.464385,65.755776,90.9918,6.56,A2,22.468222,-29.853375,82.966641,0.345
104172,104508,,21.169445,-43.382726,217.8649,6.56,B8V,116.818457,-106.888164,-149.644521,0.413
104972,105312,,21.329351,-26.35288,17.9695,6.56,G5V,12.32396,-10.363004,-7.976564,0.385
105185,105526,,21.372584,77.090259,138.1215,6.56,A0,23.841536,-19.591582,134.630234,0.815
105695,106036,,21.478409,25.921345,240.9639,6.56,K2III,171.18826,-132.901438,105.334103,0.345
107586,107929,,21.866793,55.791968,207.0393,6.56,A1p,98.712592,-61.67788,171.221826,0.495
108587,108933,,22.068533,44.345117,178.5714,6.56,A2,111.722697,-61.857566,124.817619,0.177
110550,110896,,22.467642,44.120577,319.4888,6.56,K5,211.14384,-89.561613,222.418726,0.445
110694,111041,,22.495566,35.725631,116.9591,6.56,A2V,87.680122,-36.437606,68.292927,0.139
110934,111282,,22.544288,13.044536,85.3242,6.56,F2III,77.158828,-30.917066,19.258407,0.9
112092,112449,,22.778796,-46.939446,78.3699,6.56,A5,50.797225,-16.817283,-57.259591,0.419
113423,113783,,23.042603,31.781596,114.4165,6.56,F2IV,94.221816,-24.123586,60.261121,1.261
113427,113787,,23.043104,16.232431,392.1569,6.56,F0III,364.770585,-93.341298,109.621427,1.468
116815,117182,,23.758146,20.415439,159.2357,6.56,K0,148.934748,-9.442741,55.54533,0.384
117313,117681,,23.865853,77.599377,38.9408,6.56,F5V,8.357237,-0.29328,38.032315,0.272
117689,118057,,23.948786,55.840339,100000,6.56,K0,56145.04606,-752.82657,82747.6105,0.955
1666,1670,,0.348498,10.976901,310.559,6.57,A0V,303.608832,27.77731,59.134513,0.433
1888,1892,,0.398125,60.961413,54.5554,6.57,F2,26.337414,2.75497,47.697405,0.963
2434,2440,,0.517758,55.702615,137.5516,6.57,G5,76.7974,10.474259,113.63419,0.136
4582,4592,,0.979374,-5.882816,102.5641,6.57,K0,98.688493,25.873155,-10.512202,1.645
6676,6690,,1.431993,-8.504394,158.7302,6.57,G5,146.081671,57.483908,-23.473856,0.424
6746,6759,,1.449471,-32.543182,265.9574,6.57,C,208.249106,83.049511,-143.067779,0.16
6821,6835,,1.466512,-22.036935,189.7533,6.57,K0III,163.085347,65.883079,-71.196239,0.031
8037,8052,,1.722619,59.632758,148.8095,6.57,K1III,67.707708,32.788782,128.393258,0.35
9473,9493,,2.035533,28.400214,120.4819,6.57,K1III,91.285871,53.84237,57.304577,0.306
10008,10031,,2.152187,71.552006,27.1518,6.57,F8,7.263752,4.589191,25.756505,0.529
10398,10422,,2.238592,-76.357539,173.0104,6.57,K2III+...,33.996999,22.56958,-168.129167,0.445
10779,10805,,2.317904,57.135497,100000,6.57,B3Ia,44576.99487,30945.54853,83995.62177,0.519
11009,11035,,2.368506,22.873594,188.3239,6.57,G2IV,141.212865,100.828772,73.201456,1.116
13240,13274,,2.847836,-67.522384,140.2525,6.57,K0III,39.396201,36.376149,-129.597372,0.501
15096,15135,,3.252099,73.868145,289.0173,6.57,K0,52.914386,60.404105,277.637194,1.524
17693,17735,,3.797963,33.599872,325.7329,6.57,B2.5V,147.887577,227.461205,180.257326,0.887
18892,18939,,4.05941,-25.847895,478.4689,6.57,M2III,209.474288,376.214227,-208.604567,0.391
19250,19298,,4.136975,43.191138,130.5483,6.57,B8,44.603946,84.081127,89.351855,0.508
19910,19960,,4.280192,16.214385,138.1215,6.57,K1III,57.717735,119.410145,38.568035,0.179
24132,24189,,5.193288,-37.395281,409.8361,6.57,M1III,68.255629,318.365706,-248.897735,0.168
24887,24948,,5.343978,71.71468,150.1502,6.57,G5,8.051267,46.416401,142.5685,1.484
26168,26233,,5.589407,-4.494172,380.2281,6.57,B1.5V,40.667754,376.87142,-29.793819,0.367
26401,26466,,5.630024,-34.689694,343.6426,6.57,K1/K2III,27.325712,281.234486,-195.577876,1.183
26771,26836,,5.698545,23.326228,242.7184,6.57,B8p,17.571603,222.186335,96.108302,1.374
27126,27192,,5.763753,40.507235,60.5327,6.57,A3e...,2.844784,45.936432,39.318632,0.035
27860,27929,,5.909638,-4.064714,384.6154,6.57,B1.5V,9.075025,383.540824,-27.262764,0.116
28906,28978,,6.11551,16.366715,364.9635,6.57,K0,-10.587786,350.014288,102.840914,1.047
29163,29236,,6.163651,2.869469,156.7398,6.57,K0,-6.704843,156.399624,7.846512,-0.058
30080,30153,,6.345018,72.14596,233.1002,6.57,G5,-6.446554,71.175591,221.874244,0.48
30341,30414,,6.395212,-16.467189,196.0784,6.57,A9/F0IV,-19.420677,187.030109,-55.581604,1.315
30649,30722,,6.454383,14.88923,100000,6.57,O9:pe,-11469.21196,95959.46188,25695.11332,0.347
30807,30880,,6.482327,26.967457,46.2321,6.57,F5,-5.189206,40.876395,20.965249,0.043
30904,30977,,6.501555,9.029712,775.1938,6.57,A0III,-100.238176,758.996562,121.664081,1.446
32061,32146,,6.713184,-4.14088,66.0502,6.57,F5,-12.228775,64.732824,-4.769425,0.104
33118,33205,,6.911049,15.837945,200.8032,6.57,G8III,-45.640183,187.711383,54.802695,1.277
34019,34107,,7.072271,1.488491,233.6449,6.57,A0V,-64.708882,224.42347,6.069195,0.981
34843,34937,,7.229787,-31.083633,429.1845,6.57,B2III/IV,-116.30482,348.674068,-221.58324,-0.036
35470,35567,,7.339713,-56.294647,71.0227,6.57,A1V,-13.54152,37.01268,-59.083946,1.443
36462,36565,,7.521489,-1.125878,129.199,6.57,G5,-50.103377,119.06128,-2.538634,0.002
38635,38748,,7.932944,-12.608194,94.0734,6.57,G8IV,-44.49969,80.298892,-20.534606,0.746
41357,41475,,8.459243,-20.843958,178.5714,6.57,A1V,-100.174337,133.474784,-63.540004,0.08
41809,41928,,8.548272,-47.605514,100000,6.57,B9Iab:,-41717.28454,52967.41325,-73852.02343,0.993
43434,43557,,8.871219,8.06292,24.0154,6.57,G0,-16.237294,17.370809,3.368416,0.944
45742,45874,,9.354263,15.371352,212.766,6.57,A1V,-157.878141,131.00805,56.398785,0.358
45949,46081,,9.397159,-35.247526,92.081,6.57,A1/A2IV,-58.405742,47.368015,-53.140859,0.244
46476,46609,,9.503917,-24.274066,222.7171,6.57,K3III,-161.198435,123.429525,-91.559399,0.309
46513,46646,,9.511182,-28.766483,211.8644,6.57,K2III,-147.670198,112.626097,-101.957827,0.048
50198,50340,,10.279411,-20.669684,98.4252,6.57,F5IV,-82.903847,40.093097,-34.742108,0.408
50497,50641,,10.342814,-31.813671,62.5391,6.57,F7V,-48.220084,22.339919,-32.968023,0.195
51390,51538,,10.526738,2.844767,133.8688,6.57,K0,-123.88136,50.300322,6.643928,0.986
52250,52401,,10.710412,3.58311,71.3776,6.57,F5,-67.21669,23.59668,4.460847,0.736
54021,54179,,11.082658,-59.858898,100000,6.57,B1Iab,-48772.00601,11943.5843,-86479.14298,1.637
55138,55302,,11.325485,32.825133,142.8571,6.57,K0,-118.180058,21.088951,77.439531,1.183
56350,56519,,11.587175,-60.894554,54.5256,6.57,F2IV,-26.367481,2.861096,-47.640428,-0.003
56384,56553,,11.595394,10.911281,106.9519,6.57,A4Vn,-104.429707,11.103347,20.244786,0.543
58486,58661,,12.028966,22.0943,155.0388,6.57,G0II,-143.649651,-1.08932,58.315106,0.955
59800,59984,,12.302659,-3.948779,52.687,6.57,F2V,-52.396999,-4.16043,-3.628271,0.617
61222,61415,,12.5851,18.377065,51.8403,6.57,A7m,-48.620564,-7.506449,16.343663,0.24
64322,64527,,13.225544,72.799097,84.0336,6.57,A2V,-23.582507,-7.837203,80.275105,1.709
66511,66722,,13.677127,-44.330234,121.0654,6.57,A0V,-78.386656,-36.813925,-84.599636,1.213
67142,67355,,13.804996,-6.837381,146.1988,6.57,K0,-129.251338,-66.069936,-17.405227,-0.068
67460,67674,,13.864388,10.135925,236.4066,6.57,K5,-205.542069,-109.131408,41.603777,0.364
68196,68414,,14.005244,-46.127248,98.5222,6.57,A7V,-59.086776,-34.221983,-71.022761,1.439
68717,68937,,14.111568,-14.204887,240.3846,6.57,M4III,-198.325147,-122.36152,-58.988014,0.084
68847,69067,,14.137739,24.315051,282.4859,6.57,K5III,-218.153673,-136.667649,116.314526,0.435
69500,69722,,14.27176,-33.241322,74.5156,6.57,F0V,-51.621236,-34.919211,-40.846975,-0.031
70438,70661,,14.453134,-66.568025,775.1938,6.57,A1III,-246.846001,-184.64419,-711.265775,1.525
71957,72183,,14.764383,13.10141,163.9344,6.57,K0,-119.646939,-105.727201,37.159875,0.978
74922,75151,,15.35836,-38.218692,143.2665,6.57,A+...,-71.784492,-86.696677,-88.633971,0.064
75253,75482,,15.419775,-47.217431,213.6752,6.57,K3/K4IIIp..,-90.749439,-113.260107,-156.824037,0.181
75580,75809,,15.486623,80.448602,21.8484,6.57,G8IV-V+...,-2.21716,-2.868318,21.545395,0.007
75740,75971,,15.515398,8.579092,50.6329,6.57,F4Vw,-30.318097,-39.842851,7.553138,0.671
75848,76079,,15.538298,-10.438753,140.2525,6.57,G0,-82.865833,-110.264546,-25.411558,0.885
78116,78352,,15.998007,-31.16845,129.8701,6.57,K1III+...,-55.611828,-96.206579,-67.21504,1.578
78979,79219,,16.167754,26.74275,125.3133,6.57,K0III,-51.645678,-99.279411,56.389141,0.458
79483,79724,,16.271311,23.122726,143.0615,6.57,K0,-57.532172,-118.32337,56.180576,1.525
79800,80042,,16.338392,36.975584,230.9469,6.57,M0,-77.752225,-167.318245,138.908622,0.216
81563,81814,,16.71083,-61.785017,529.1005,6.57,G3III,-82.832508,-236.03642,-466.232725,1.447
82485,82737,,16.911174,-11.792463,94.3396,6.57,A2IV,-25.969238,-88.621865,-19.279919,0.787
82968,83223,,17.008166,6.583706,75.4148,6.57,A7V,-19.235303,-72.40592,8.646647,1.739
83019,83274,,17.019341,27.196528,42.5894,6.57,F5V,-9.618835,-36.639065,19.465103,1.276
83848,84106,,17.194403,45.324447,414.9378,6.57,K2,-61.074019,-285.274805,295.062075,0.496
84197,84455,,17.26636,27.134127,115.2074,6.57,K2III,-19.57126,-100.6421,52.543001,0.338
85208,85467,,17.465226,-47.026219,100000,6.57,B5Vnne,-9512.388645,-67499.38799,-73166.57075,0.232
87016,87286,,17.835379,-64.305097,126.1034,6.57,F0III/IV,-2.355687,-54.625005,-113.633741,1.097
87404,87675,,17.907872,3.732147,384.6154,6.57,K2,-9.256005,-383.688099,25.035465,1.025
90759,91041,,18.572103,20.466411,130.039,6.57,A3V,18.179163,-120.466563,45.469176,1.636
91003,91286,,18.620172,11.421506,180.5054,6.57,B9V,28.600527,-174.603686,35.744583,0.617
91730,92017,,18.755202,-35.856765,113.7656,6.57,K1III,18.111485,-90.408906,-66.639445,0.265
92636,92928,,18.933331,-80.727885,308.642,6.57,A0V,12.030728,-48.2523,-304.609437,0.075
93410,93705,,19.081278,19.144282,264.5503,6.57,K0,69.805646,-239.972807,86.758774,0.077
93745,94040,,19.145616,-18.952787,196.8504,6.57,K3III,55.005562,-177.867383,-63.934826,0.439
94504,94799,,19.288882,39.12108,148.8095,6.57,K1III,38.220613,-108.938287,93.893033,0.952
94680,94975,,19.32706,-51.572603,134.5895,6.57,A1V,28.48103,-78.652525,-105.436924,1.263
94760,95055,,19.340854,-1.309759,47.5059,6.57,F2,16.331564,-44.597214,-1.085871,0.463
95430,95728,,19.470517,29.450274,157.7287,6.57,K1III,51.579545,-127.294293,77.550095,0.398
96794,97101,,19.733833,9.517625,558.6592,6.57,K0,241.593719,-495.176194,92.374856,0.351
99050,99367,,20.168831,8.443402,62.7353,6.57,F8,33.372031,-52.318171,9.211595,0.079
99458,99777,,20.244338,36.75207,100000,6.57,G8III,44415.28138,-66685.92928,59835.35423,0.064
99692,100013,,20.290327,39.593539,403.2258,6.57,Ape...,175.344511,-256.517084,256.990651,0.4
99781,100103,,20.307486,-72.979334,212.3142,6.57,K3III,35.301308,-51.148593,-203.014676,0.579
100838,101164,,20.505551,49.78017,108.9325,6.57,K0,42.90148,-55.742305,83.177958,1.331
100999,101325,,20.53709,65.399216,137.931,6.57,K0,35.395737,-45.212696,125.411426,1.168
102046,102377,,20.743459,47.296912,657.8947,6.57,K0,293.614507,-335.961957,483.47238,1.162
103015,103347,,20.938404,-3.561693,270.2703,6.57,B8Vn,187.640145,-193.79155,-16.790052,-0.008
103184,103516,,20.971864,23.046345,151.5152,6.57,G8III,97.857779,-99.310125,59.314499,0.513
104048,104385,,21.146575,-76.212469,187.2659,6.57,K1III,32.745265,-30.324184,-181.870374,0.023
105392,105733,,21.415401,49.323128,184.8429,6.57,B9sp...,93.934826,-75.441919,140.184401,0.429
105801,106143,,21.499882,-19.147827,118.0638,6.57,F3V,88.482085,-67.899034,-38.725667,0.31
107119,107462,,21.765684,25.583419,195.6947,6.57,B8,147.162713,-97.459319,84.505814,0.795
